order_id;date_commande;client;produit;categorie;quantite;prix_unitaire;montant_total;region;mode_paiement
100484;27/09/2024;Vasseur;Café 1kg;Consommables;4;689.26;2757.04;Île-de-France;Prélèvement
100485;2026-02-03;Joly Gallet SA;Point d'accès WiFi;Réseau;5;623.28;3116.4;Auvergne-Rhône-Alpes;Prélèvement
100486;2025-02-06;Joubert Chauveau S.A.;Souris sans fil;Informatique;35;528.39;18493.65;Grand Est;Chèque
100487;2025-07-15;Bousquet;Souris sans fil;Informatique;3;598.58;1795.74;Bretagne;Prélèvement
100488;2025-05-21;Guilbert S.A.;Bloc-notes;Bureau;20;183.76;3675.2;Auvergne-Rhône-Alpes;
100489;2025-04-13;Moulin;Câble RJ45 5m;Réseau;3;365.04;1095.12;Bretagne;Chèque
100490;2026-07-12;Joubert Chauveau S.A.;Agrafeuse;;25;578.11;14452.75;Bretagne;
100491;2024-11-01;Goncalves;Câble RJ45 5m;Réseau;1;92.87;92.87;Grand Est;Chèque
100492;2026-05-02;Raynaud et Fils;Point d'accès WiFi;Réseau;22;83.19;1830.18;Île-de-France;Virement
100493;2025-04-13;Duhamel Wagner SARL;Clavier mécanique;;36;534.92;19257.12;Auvergne-Rhône-Alpes;Carte
100494;2025-06-08;Bègue Didier S.A.R.L.;Gobelets x100;Consommables;33;651.54;21500.82;Auvergne-Rhône-Alpes;Carte
100495;2026-01-20;Rey Bodin S.A.S.;Ramette papier A4;Bureau;31;175.34;5435.54;Grand Est;Prélèvement
100496;2025-10-09;Robert;Agrafeuse;Bureau;39;96.96;3781.44;Île-de-France;Prélèvement
100497;16/07/2025;Pottier Germain SA;Câble RJ45 5m;Réseau;33;722.83;23853.39;Grand Est;Chèque
100498;2026-02-18;Regnier;Point d'accès WiFi;Réseau;8;47.75;382.0;Grand Est;Prélèvement
100499;2026-06-26;Roussel Gillet SARL;Gobelets x100;Consommables;39;192.14;7493.46;Bretagne;Carte
100500;2025-10-30;Raynaud et Fils;Ordinateur portable;Informatique;25;855.55;21388.75;Bretagne;Carte
100501;2025-05-24;Vallet Guilbert S.A.S.;Switch 8 ports;Réseau;24;843.48;20243.52;Bretagne;Chèque
100502;08/09/2026;Regnier;Câble RJ45 5m;Réseau;-4;109.26;2950.02;Bretagne;Virement
100503;2024-09-30;Rey Bodin S.A.S.;Bloc-notes;Bureau;15;205.58;3083.7;Grand Est;Virement
100504;2024-12-07;Roussel Gillet SARL;Ramette papier A4;Bureau;16;332.55;5320.8;Auvergne-Rhône-Alpes;Prélèvement
100505;2026-07-22;Joly;Chaise ergonomique;Mobilier;38;812.44;30872.72;Auvergne-Rhône-Alpes;Chèque
100506;30/03/2025;Monnier;Bureau assis-debout;Mobilier;25;622.07;15551.75;Île-de-France;Prélèvement
100507;25/01/2025;David Gomes S.A.R.L.;Câble RJ45 5m;Réseau;7;340.8;3955.3;Grand Est;Chèque
100508;2025-12-03;Hoareau SA;Agrafeuse;Bureau;1;307.07;307.07;Île-de-France;Chèque
100509;2025-04-03;Letellier;Câble RJ45 5m;Réseau;2;157.29;314.58;Grand Est;Carte
100510;2024-10-08;Verdier;Bureau assis-debout;Mobilier;10;580.08;5800.8;Auvergne-Rhône-Alpes;Carte
100511;2024-12-02;Moulin;Caisson tiroirs;Mobilier;39;237.62;9267.18;Grand Est;Virement
100512;2025-12-16;Raynaud et Fils;Câble RJ45 5m;;24;672.57;16141.68;Bretagne;Chèque
100513;2025-08-12;Moulin;Cartouche encre;Bureau;19;91.76;1743.44;Île-de-France;Prélèvement
100514;2025-06-04;Roussel Gillet SARL;Ramette papier A4;Bureau;26;676.41;17586.66;Auvergne-Rhône-Alpes;
100515;28/03/2026;Raynaud et Fils;Clavier mécanique;;11;773.35;8506.85;Île-de-France;Prélèvement
100516;2026-05-12;Duhamel Wagner SARL;Ramette papier A4;Bureau;12;70.91;850.92;Auvergne-Rhône-Alpes;Virement
100517;2025-05-10;Gillet SA;Gobelets x100;Consommables;34;151.06;5136.04;Île-de-France;Carte
100518;13/08/2025;Meunier;Point d'accès WiFi;Réseau;25;588.01;14700.25;Grand Est;Carte
100519;2025-12-23;Maury S.A.R.L.;Lingettes écran;Consommables;20;367.36;7347.2;Occitanie;Prélèvement
100520;2025-10-11;Leconte Da Costa et Fils;Bureau assis-debout;Mobilier;33;412.16;13601.28;Occitanie;Virement
100521;2024-12-07;Goncalves;Ordinateur portable;Informatique;19;210.83;4005.77;Île-de-France;Carte
100522;2025-07-05;François;Bloc-notes;Bureau;36;444.57;16004.52;Île-de-France;Carte
100523;2026-08-08;Vasseur;"Écran 27""";Informatique;12;775.08;9300.96;Grand Est;Prélèvement
100524;2025-11-30;Letellier;Bloc-notes;Bureau;36;207.05;7453.8;Grand Est;Chèque
100525;2025-02-03;Roussel Gillet SARL;"Écran 27""";Informatique;28;309.66;8670.48;Bretagne;Virement
100526;2025-03-25;Verdier;Switch 8 ports;Réseau;23;799.21;18381.83;Bretagne;
100527;2024-10-13;Techer;"Écran 27""";;10;189.93;1899.3;Auvergne-Rhône-Alpes;Virement
100528;2026-03-13;Pottier Germain SA;Lingettes écran;Consommables;33;518.23;17101.59;Auvergne-Rhône-Alpes;Carte
100529;2025-08-13;Pinto Gillet SARL;Point d'accès WiFi;Réseau;14;719.28;10069.92;Île-de-France;Prélèvement
100530;2024-09-10;Regnier;Souris sans fil;Informatique;7;732.9;5130.3;Île-de-France;Carte
100531;17/10/2025;Bertrand;Point d'accès WiFi;Réseau;9;509.79;4588.11;Bretagne;Virement
100532;2026-08-28;Bertrand;Bloc-notes;Bureau;27;355.89;9609.03;Île-de-France;Carte
100533;2026-05-28;Meunier;Caisson tiroirs;Mobilier;16;64.96;1039.36;Auvergne-Rhône-Alpes;Carte
100534;2025-11-01;Hoareau SA;Agrafeuse;Bureau;23;359.98;8279.54;Auvergne-Rhône-Alpes;Chèque
100535;2026-02-24;Techer;Agrafeuse;Bureau;5;736.42;3682.1;Île-de-France;Carte
100536;2026-03-21;Bègue Didier S.A.R.L.;Lingettes écran;Consommables;23;139.84;3216.32;Bretagne;Carte
100537;2026-09-09;Robert;Lingettes écran;Consommables;15;604.92;9073.8;Occitanie;Chèque
100538;2026-04-08;Bertrand;Souris sans fil;Informatique;16;788.41;12614.56;Occitanie;Prélèvement
100539;2026-04-04;François;Ordinateur portable;Informatique;32;30.87;987.84;Grand Est;Prélèvement
100540;2026-02-11;Leleu Charpentier SA;Point d'accès WiFi;Réseau;27;350.3;9458.1;Occitanie;Chèque
100541;2025-02-09;Meunier;"Écran 27""";Informatique;20;208.49;4169.8;Occitanie;Chèque
100542;18/06/2025;Robert;Point d'accès WiFi;Réseau;3;226.2;678.6;Île-de-France;Prélèvement
100543;09/08/2025;Fischer Muller SA;Switch 8 ports;Réseau;13;891.8;11593.4;Occitanie;Chèque
100544;2024-11-02;François;Bureau assis-debout;Mobilier;36;321.04;11557.44;Occitanie;Virement
100545;2026-02-06;David Gomes S.A.R.L.;Agrafeuse;Bureau;33;124.72;4115.76;Occitanie;Prélèvement
100546;2026-08-25;Meyer;Switch 8 ports;Réseau;28;500.43;14012.04;Occitanie;Carte
100547;2025-05-23;Vasseur;Bureau assis-debout;Mobilier;32;477.6;15283.2;Île-de-France;Chèque
100548;2026-01-06;Duhamel Wagner SARL;Switch 8 ports;Réseau;12;159.13;2321.6;Grand Est;Carte
100549;2025-05-10;Pruvost;Caisson tiroirs;Mobilier;7;169.62;1187.34;Grand Est;Virement
100550;06/02/2026;Joubert Chauveau S.A.;Switch 8 ports;Réseau;2;753.97;1836.86;Occitanie;Prélèvement
100551;2026-06-29;Bègue Didier S.A.R.L.;Caisson tiroirs;Mobilier;36;629.19;22650.84;Occitanie;Chèque
100552;2024-12-14;Joly;Bureau assis-debout;Mobilier;30;92.27;2768.1;Île-de-France;Virement
100553;2026-03-22;Hoareau SA;Caisson tiroirs;Mobilier;20;608.46;12169.2;Grand Est;Prélèvement
100554;09/08/2026;David Gomes S.A.R.L.;Ramette papier A4;Bureau;-7;798.91;9586.92;Auvergne-Rhône-Alpes;Prélèvement
100555;2025-04-30;Monnier;Gobelets x100;Consommables;26;463.62;12054.12;Occitanie;Virement
100556;2025-10-07;Martinez SA;Chaise ergonomique;Mobilier;31;574.74;17816.94;Auvergne-Rhône-Alpes;Virement
100557;2025-05-07;Raynaud et Fils;Lingettes écran;Consommables;-2;486.17;4861.7;Occitanie;Carte
100558;2026-02-08;Maury S.A.R.L.;Caisson tiroirs;Mobilier;28;666.37;18658.36;Grand Est;Prélèvement
100559;2025-07-23;Monnier;Clavier mécanique;Informatique;21;319.25;6704.25;Bretagne;Prélèvement
100560;2025-05-20;Verdier;Bloc-notes;Bureau;1;57.05;57.05;Bretagne;Virement
100561;2025-07-18;Gillet SA;Ramette papier A4;Bureau;25;658.46;16461.5;Grand Est;Virement
100562;04/03/2026;Bègue Didier S.A.R.L.;Ordinateur portable;Informatique;8;624.77;4998.16;Occitanie;Virement
100563;2025-04-26;Meyer;Bureau assis-debout;Mobilier;21;537.86;11295.06;Île-de-France;Prélèvement
100564;2025-11-13;Raynaud et Fils;Café 1kg;Consommables;27;50.54;1364.58;Grand Est;Prélèvement
100565;2024-12-16;Techer;Point d'accès WiFi;Réseau;3;199.55;598.65;Occitanie;Chèque
100552;2024-12-14;Joly;Bureau assis-debout;Mobilier;30;92.27;2768.1;Île-de-France;Virement
100566;2025-02-05;Techer;Ordinateur portable;Informatique;34;417.59;14198.06;Bretagne;Chèque
100567;2025-08-01;Monnier;Agrafeuse;Bureau;38;244.88;9305.44;Bretagne;Virement
100568;2026-02-07;Hoareau SA;Souris sans fil;Informatique;15;395.54;5933.1;Bretagne;Virement
100569;2026-09-09;Robert;Agrafeuse;Bureau;35;59.66;2088.1;Bretagne;Carte
100570;2025-06-30;Hoareau SA;Gobelets x100;Consommables;11;733.91;8073.01;Occitanie;Prélèvement
100571;2026-02-17;Leconte Da Costa et Fils;Bloc-notes;Bureau;19;389.65;7403.35;Île-de-France;Carte
100572;13/04/2026;Leleu Charpentier SA;Câble RJ45 5m;Réseau;27;287.31;7757.37;Occitanie;
100573;2026-08-11;Regnier;Switch 8 ports;Réseau;33;502.13;16570.29;Auvergne-Rhône-Alpes;Virement
100574;2025-01-22;Techer;Gobelets x100;Consommables;35;20.19;706.65;Grand Est;Virement
100575;2025-12-31;Rocher Briand SARL;Switch 8 ports;Réseau;5;362.37;1811.85;Occitanie;Virement
100576;2025-11-25;Maury S.A.R.L.;Ordinateur portable;Informatique;8;495.61;3964.88;Occitanie;Chèque
100577;30/04/2025;Laurent et Fils;Ramette papier A4;Bureau;16;847.35;16315.57;Bretagne;Virement
100578;2025-07-21;Guillon;Ordinateur portable;Informatique;35;556.66;19483.1;Occitanie;Prélèvement
100579;2025-11-08;Letellier;Café 1kg;Consommables;16;185.2;2963.2;Occitanie;
100580;2026-06-18;Vallet Guilbert S.A.S.;"Écran 27""";Informatique;18;136.01;2448.18;Occitanie;Carte
100581;2024-09-09;Letellier;Gobelets x100;Consommables;12;53.73;644.76;Auvergne-Rhône-Alpes;Chèque
100582;2025-05-03;Rey Bodin S.A.S.;Lingettes écran;Consommables;35;480.98;16834.3;Île-de-France;Carte
100583;19/04/2025;Robert;Ramette papier A4;Bureau;33;769.24;25384.92;Auvergne-Rhône-Alpes;Chèque
100584;2025-02-19;Laurent et Fils;Lingettes écran;;22;146.62;3225.64;Bretagne;Virement
100585;2025-08-08;Raynaud et Fils;Clavier mécanique;Informatique;10;530.16;5301.6;Auvergne-Rhône-Alpes;Chèque
100586;2026-05-12;Pruvost;Bureau assis-debout;Mobilier;23;507.7;11677.1;Grand Est;Chèque
100587;2025-12-03;Ledoux Marques SA;Gobelets x100;;29;79.13;2294.77;Bretagne;Virement
100588;2025-12-24;Pruvost;Souris sans fil;Informatique;33;733.76;24214.08;Bretagne;Carte
100589;2026-01-30;Ledoux Marques SA;Gobelets x100;;5;718.92;3594.6;Bretagne;Prélèvement
100590;2025-05-17;David Gomes S.A.R.L.;Switch 8 ports;;4;134.86;539.44;Bretagne;Chèque
100591;2025-09-05;Guilbert S.A.;"Écran 27""";Informatique;27;12.6;340.2;Bretagne;Prélèvement
100592;2025-08-18;Letellier;Souris sans fil;Informatique;26;92.48;2404.48;Île-de-France;Carte
100593;2025-08-18;Ledoux Marques SA;Câble RJ45 5m;Réseau;14;256.55;3591.7;Grand Est;Virement
100239;2025-04-18;Pruvost;Chaise ergonomique;Mobilier;25;591.15;14778.75;Auvergne-Rhône-Alpes;Chèque
100594;2026-02-15;Leconte Da Costa et Fils;Cartouche encre;Bureau;8;117.11;936.88;Grand Est;Chèque
100595;2025-02-21;Leconte Da Costa et Fils;Caisson tiroirs;Mobilier;8;639.58;5116.64;Bretagne;
100596;2025-10-11;Meyer;Clavier mécanique;Informatique;33;91.36;3014.88;Île-de-France;
100597;2025-09-11;Joly Gallet SA;Café 1kg;Consommables;20;494.9;9898.0;Auvergne-Rhône-Alpes;Chèque
100598;2026-05-18;François;Lingettes écran;Consommables;37;279.97;10358.89;Grand Est;Chèque
100599;2026-08-09;Leconte Da Costa et Fils;"Écran 27""";Informatique;33;190.66;6291.78;Bretagne;Virement
100600;2026-05-20;Bousquet;Lingettes écran;Consommables;25;221.88;5547.0;Île-de-France;Virement
100601;03/04/2026;Bousquet;Bloc-notes;Bureau;26;101.45;2637.7;Bretagne;Prélèvement
100602;2025-01-18;Meunier;Cartouche encre;Bureau;13;686.34;8922.42;Occitanie;Carte
100603;2026-02-02;Vallet Guilbert S.A.S.;Point d'accès WiFi;Réseau;31;84.22;2610.82;Occitanie;Virement
100604;2024-11-13;Pinto Gillet SARL;Cartouche encre;;14;427.87;5990.18;Île-de-France;Carte
100605;2025-04-17;Rocher Briand SARL;Chaise ergonomique;;16;773.99;24073.04;Bretagne;Carte
100606;2025-10-14;Joly Gallet SA;Caisson tiroirs;Mobilier;15;229.99;3449.85;Île-de-France;Prélèvement
100607;2026-02-06;Goncalves;Clavier mécanique;Informatique;28;6.48;181.44;Occitanie;Chèque
100608;2026-01-13;Joly;Câble RJ45 5m;Réseau;10;688.72;6887.2;Auvergne-Rhône-Alpes;Chèque
100609;2026-01-02;Techer;Bloc-notes;Bureau;7;578.99;4052.93;Bretagne;Virement
100610;2025-05-27;Maury S.A.R.L.;Bloc-notes;Bureau;20;584.31;11686.2;Bretagne;Chèque
100611;2024-11-20;Goncalves;Câble RJ45 5m;Réseau;18;138.19;2487.42;Occitanie;Carte
100612;2026-06-06;Hoareau SA;Agrafeuse;Bureau;32;221.54;7089.28;Auvergne-Rhône-Alpes;Carte
100613;2026-04-15;Regnier;"Écran 27""";Informatique;36;165.38;5953.68;Île-de-France;Carte
100614;2025-03-10;Letellier;Ramette papier A4;Bureau;21;734.56;15425.76;Île-de-France;Prélèvement
100615;2026-02-13;Gillet SA;Souris sans fil;Informatique;26;550.64;14316.64;Bretagne;Carte
100616;2025-05-08;Martinez SA;Ramette papier A4;Bureau;9;594.06;5346.54;Grand Est;Prélèvement
100617;2025-03-02;Pruvost;Chaise ergonomique;Mobilier;37;409.35;15145.95;Bretagne;Prélèvement
100618;2026-05-28;Joly;Bloc-notes;Bureau;-7;765.54;5358.78;Île-de-France;Carte
100619;2025-02-10;Maury S.A.R.L.;Switch 8 ports;Réseau;11;352.47;3877.17;Île-de-France;Virement
100620;2025-01-01;Vasseur;Point d'accès WiFi;Réseau;9;863.52;7771.68;Auvergne-Rhône-Alpes;Chèque
100621;2024-09-27;Gillet SA;Clavier mécanique;;23;582.49;13397.27;Île-de-France;Prélèvement
100622;2024-10-14;Rocher Briand SARL;Cartouche encre;;27;640.62;17296.74;Île-de-France;Carte
100623;2025-03-18;Guilbert S.A.;Bureau assis-debout;;6;606.65;3639.9;Grand Est;Carte
100624;2025-09-13;Gillet SA;Café 1kg;Consommables;36;299.46;10780.56;Île-de-France;Virement
100625;2025-12-27;Leleu Charpentier SA;Café 1kg;;11;117.73;1295.03;Bretagne;Prélèvement
100626;01/07/2026;Joly;"Écran 27""";Informatique;10;90.29;902.9;Auvergne-Rhône-Alpes;Chèque
100290;2026-02-01;Goncalves;Caisson tiroirs;Mobilier;34;777.99;26451.66;Île-de-France;Carte
100627;2026-04-28;Duhamel Wagner SARL;Caisson tiroirs;Mobilier;23;53.02;1219.46;Île-de-France;Carte
100628;04/11/2024;Guilbert S.A.;"Écran 27""";;24;896.42;21514.08;Auvergne-Rhône-Alpes;Prélèvement
100629;2025-08-28;Pinto Gillet SARL;Bureau assis-debout;Mobilier;2;641.12;1282.24;Auvergne-Rhône-Alpes;Virement
100630;27/07/2025;Bousquet;Ramette papier A4;Bureau;7;319.77;2238.39;Auvergne-Rhône-Alpes;Virement
100631;2026-07-29;Joly Gallet SA;Chaise ergonomique;Mobilier;2;53.11;106.22;Occitanie;Carte
100632;2026-01-11;Letellier;Lingettes écran;Consommables;5;130.03;650.15;Île-de-France;Chèque
100633;30/11/2025;Maury S.A.R.L.;Clavier mécanique;Informatique;10;171.33;1713.3;Grand Est;Chèque
100634;2025-02-07;Leconte Da Costa et Fils;Bloc-notes;Bureau;26;640.26;16646.76;Occitanie;Chèque
100635;20/03/2026;Bègue Didier S.A.R.L.;Ramette papier A4;Bureau;5;329.48;1647.4;Île-de-France;Chèque
100636;2026-03-03;Rocher Briand SARL;Lingettes écran;Consommables;30;443.38;13301.4;Île-de-France;Virement
100486;2025-02-06;Joubert Chauveau S.A.;Souris sans fil;Informatique;35;528.39;18493.65;Grand Est;Chèque
100637;04/07/2025;Pinto Gillet SARL;Switch 8 ports;Réseau;37;777.94;28783.78;Occitanie;Carte
100638;2025-09-27;Moulin;Ramette papier A4;Bureau;24;498.98;11975.52;Auvergne-Rhône-Alpes;Chèque
100639;2025-07-16;Roussel Gillet SARL;Gobelets x100;Consommables;11;86.5;951.5;Occitanie;Prélèvement
100640;2025-03-17;Joly;Caisson tiroirs;Mobilier;13;825.18;10727.34;Occitanie;Prélèvement
100641;01/01/2025;Laurent et Fils;Câble RJ45 5m;Réseau;4;58.19;232.76;Grand Est;Virement
100642;2026-01-31;Joubert Chauveau S.A.;Gobelets x100;Consommables;7;712.0;4984.0;Bretagne;Virement
100643;2026-02-25;Barre;Point d'accès WiFi;Réseau;10;13.67;136.7;Île-de-France;Carte
100644;2024-09-13;François;Switch 8 ports;Réseau;22;684.41;15057.02;Île-de-France;Virement
100645;2026-08-03;Raynaud et Fils;Lingettes écran;Consommables;39;176.96;6901.44;Auvergne-Rhône-Alpes;Carte
100646;15/04/2026;Martinez SA;"Écran 27""";Informatique;10;467.44;4674.4;Occitanie;Virement
100647;2026-07-09;Letellier;Ordinateur portable;Informatique;18;257.81;4640.58;Bretagne;Carte
100648;2026-04-30;Roussel Gillet SARL;Lingettes écran;Consommables;37;827.41;30614.17;Île-de-France;Virement
100649;2026-07-28;Gillet SA;Câble RJ45 5m;Réseau;12;722.11;8665.32;Auvergne-Rhône-Alpes;Carte
100650;2024-11-30;Roussel Gillet SARL;Souris sans fil;Informatique;20;245.29;6896.79;Bretagne;Virement
100651;2026-05-06;Martinez SA;Bloc-notes;Bureau;4;279.26;1117.04;Île-de-France;Virement
100652;2025-08-05;Raynaud et Fils;Ordinateur portable;Informatique;7;66.46;465.22;Grand Est;Carte
100653;2025-02-25;Vasseur;Ordinateur portable;Informatique;20;687.54;13750.8;Auvergne-Rhône-Alpes;Virement
100654;2025-01-23;Bousquet;Point d'accès WiFi;Réseau;13;578.21;7516.73;Occitanie;Chèque
100655;2026-05-26;Verdier;Caisson tiroirs;Mobilier;8;480.96;5802.03;Grand Est;Virement
100656;03/03/2026;Moulin;Gobelets x100;;19;249.52;4740.88;Île-de-France;Virement
100657;16/10/2025;Monnier;Câble RJ45 5m;Réseau;2;380.11;760.22;Île-de-France;Carte
100658;2025-09-04;Joubert Chauveau S.A.;Bureau assis-debout;Mobilier;25;521.97;13049.25;Auvergne-Rhône-Alpes;Carte
100659;2024-10-18;Pottier Germain SA;Souris sans fil;Informatique;15;448.29;6724.35;Île-de-France;Virement
100660;2025-11-15;Ledoux Marques SA;Souris sans fil;Informatique;19;231.83;4404.77;Île-de-France;Chèque
100661;2025-03-21;Joly Gallet SA;Ramette papier A4;Bureau;36;24.9;896.4;Auvergne-Rhône-Alpes;Virement
100662;2026-08-22;Vallet Guilbert S.A.S.;Souris sans fil;Informatique;32;492.36;15755.52;Occitanie;Carte
100663;29/06/2026;Pinto Gillet SARL;Chaise ergonomique;Mobilier;8;93.4;747.2;Bretagne;Carte
100664;2024-12-12;Hoareau SA;Ramette papier A4;Bureau;38;637.5;24225.0;Occitanie;Chèque
100665;2025-08-29;Regnier;Bloc-notes;Bureau;37;764.2;28275.4;Occitanie;Virement
100666;2024-12-21;Rocher Briand SARL;Souris sans fil;Informatique;19;25.53;485.07;Occitanie;Carte
100667;2026-05-24;Fischer Muller SA;"Écran 27""";Informatique;14;795.05;11130.7;Grand Est;Chèque
100668;04/09/2025;François;"Écran 27""";Informatique;29;143.53;4162.37;Bretagne;Chèque
100669;2026-02-09;David Gomes S.A.R.L.;Caisson tiroirs;Mobilier;33;531.48;17538.84;Auvergne-Rhône-Alpes;Carte
100670;2025-10-26;Martinez SA;Switch 8 ports;Réseau;21;36.77;772.17;Auvergne-Rhône-Alpes;Carte
100671;2025-11-17;Roussel Gillet SARL;Cartouche encre;Bureau;23;433.59;9972.57;Île-de-France;Chèque
100672;2025-12-15;Gillet SA;Switch 8 ports;;7;527.46;3692.22;Île-de-France;Carte
100673;13/05/2025;Raynaud et Fils;Café 1kg;Consommables;23;583.37;13417.51;Auvergne-Rhône-Alpes;Carte
100674;2026-04-18;Moulin;Souris sans fil;Informatique;21;769.94;16168.74;Auvergne-Rhône-Alpes;Chèque
100675;2026-08-02;Laurent et Fils;Gobelets x100;Consommables;24;824.03;19776.72;Auvergne-Rhône-Alpes;Prélèvement
100676;2025-08-18;Bègue Didier S.A.R.L.;"Écran 27""";Informatique;6;830.31;4981.86;Occitanie;Virement
100677;2025-12-28;Leleu Charpentier SA;Caisson tiroirs;Mobilier;38;850.19;32307.22;Île-de-France;Carte
100678;04/06/2026;Raynaud et Fils;Switch 8 ports;Réseau;16;876.75;14028.0;Auvergne-Rhône-Alpes;Chèque
100679;2026-03-21;Joly Gallet SA;Point d'accès WiFi;Réseau;34;100.93;3431.62;Occitanie;Chèque
100680;2026-08-02;Duhamel Wagner SARL;Switch 8 ports;Réseau;21;472.03;9912.63;Île-de-France;Prélèvement
100681;2025-10-06;Fischer Muller SA;Point d'accès WiFi;Réseau;17;228.04;3876.68;Bretagne;Virement
100682;06/08/2025;Rey Bodin S.A.S.;Gobelets x100;Consommables;39;461.03;17980.17;Occitanie;Carte
100683;16/06/2026;Goncalves;Café 1kg;Consommables;17;708.53;12045.01;Île-de-France;Prélèvement
100684;2026-08-14;Gillet SA;Bloc-notes;Bureau;20;593.79;11875.8;Auvergne-Rhône-Alpes;
100685;2025-11-08;Maury S.A.R.L.;Agrafeuse;Bureau;27;790.87;21353.49;Occitanie;Prélèvement
100686;2025-08-21;Roussel Gillet SARL;Gobelets x100;Consommables;8;886.18;7089.44;Bretagne;Virement
100687;06/08/2026;Gillet SA;Clavier mécanique;Informatique;39;291.46;11366.94;Occitanie;Chèque
100688;2025-01-10;Vasseur;Cartouche encre;Bureau;30;38.31;1149.3;Île-de-France;Prélèvement
100689;2026-04-09;Raynaud et Fils;"Écran 27""";Informatique;1;681.38;681.38;Grand Est;Prélèvement
100690;10/07/2026;Roussel Gillet SARL;Clavier mécanique;Informatique;32;2.89;92.48;Île-de-France;Prélèvement
100691;12/09/2025;Vallet Guilbert S.A.S.;Lingettes écran;Consommables;-3;812.27;9747.24;Île-de-France;Prélèvement
100692;2025-08-24;David Gomes S.A.R.L.;Cartouche encre;Bureau;19;8.03;152.57;Bretagne;Prélèvement
100693;2025-03-29;Goncalves;Souris sans fil;Informatique;3;272.53;817.59;Bretagne;Prélèvement
100694;2026-04-15;Hoareau SA;Câble RJ45 5m;Réseau;20;497.99;12534.85;Auvergne-Rhône-Alpes;Chèque
100695;2025-03-20;Duhamel Wagner SARL;Gobelets x100;Consommables;32;818.33;26186.56;Auvergne-Rhône-Alpes;Chèque
100696;2026-06-23;Joubert Chauveau S.A.;Cartouche encre;Bureau;14;754.81;10567.34;Occitanie;Chèque
100697;2026-01-17;Raynaud et Fils;Clavier mécanique;Informatique;9;672.03;6048.27;Bretagne;Carte
100698;2025-04-12;Laurent et Fils;Agrafeuse;Bureau;39;770.65;30055.35;Auvergne-Rhône-Alpes;Virement
100699;2026-04-26;Joubert Chauveau S.A.;Caisson tiroirs;Mobilier;10;682.95;6829.5;Occitanie;Prélèvement
100700;2026-05-06;Roussel Gillet SARL;Câble RJ45 5m;Réseau;38;2.58;98.04;Grand Est;Chèque
100701;2025-10-18;Verdier;Clavier mécanique;Informatique;29;729.32;21150.28;Occitanie;Carte
100702;2025-09-20;Joubert Chauveau S.A.;Caisson tiroirs;;24;889.17;21340.08;Occitanie;Prélèvement
100703;2026-01-08;Goncalves;Point d'accès WiFi;Réseau;36;156.61;5637.96;Grand Est;
100395;2026-03-11;Techer;Ramette papier A4;Bureau;29;848.43;24604.47;Île-de-France;Virement
100704;2025-03-13;Bègue Didier S.A.R.L.;Bureau assis-debout;Mobilier;24;100.47;2411.28;Bretagne;Chèque
100705;2025-04-10;Martinez SA;Câble RJ45 5m;Réseau;27;139.87;3776.49;Grand Est;Carte
100706;2025-08-16;Laurent et Fils;Chaise ergonomique;Mobilier;39;427.18;16660.02;Bretagne;Chèque
100707;2024-11-08;Robert;Bloc-notes;Bureau;24;533.77;12810.48;Auvergne-Rhône-Alpes;Carte
100708;2026-03-17;Leleu Charpentier SA;Bloc-notes;Bureau;29;797.53;23128.37;Île-de-France;Carte
100709;18/04/2025;Verdier;Gobelets x100;Consommables;17;897.89;15264.13;Auvergne-Rhône-Alpes;Prélèvement
100710;2025-03-10;Roussel Gillet SARL;Caisson tiroirs;Mobilier;26;310.95;8084.7;Auvergne-Rhône-Alpes;Carte
100711;2025-04-08;Verdier;Souris sans fil;Informatique;37;833.41;30836.17;Occitanie;Chèque
100712;2025-05-27;Fischer Muller SA;Caisson tiroirs;Mobilier;24;814.25;19542.0;Auvergne-Rhône-Alpes;Prélèvement
100121;2025-06-26;Bègue Didier S.A.R.L.;Lingettes écran;Consommables;18;104.47;1880.46;Grand Est;Carte
100713;2025-05-15;Bègue Didier S.A.R.L.;Bloc-notes;Bureau;31;435.65;13505.15;Auvergne-Rhône-Alpes;Carte
100714;2026-08-03;Rey Bodin S.A.S.;Souris sans fil;Informatique;39;277.73;10831.47;Auvergne-Rhône-Alpes;Carte
100715;2025-11-02;François;Bureau assis-debout;Mobilier;6;232.49;1394.94;Île-de-France;Virement
100716;2024-11-10;David Gomes S.A.R.L.;Souris sans fil;Informatique;25;362.73;9068.25;Auvergne-Rhône-Alpes;Prélèvement
100717;2024-12-25;Bertrand;Point d'accès WiFi;Réseau;39;436.82;17035.98;Auvergne-Rhône-Alpes;Carte
100718;04/01/2025;Gillet SA;Caisson tiroirs;Mobilier;3;725.78;2177.34;Auvergne-Rhône-Alpes;Virement
100719;2025-03-07;Bègue Didier S.A.R.L.;Caisson tiroirs;Mobilier;23;794.8;18280.4;Auvergne-Rhône-Alpes;Carte
100720;2025-07-03;Rey Bodin S.A.S.;Café 1kg;Consommables;11;452.09;4972.99;Occitanie;Prélèvement
100721;2026-03-02;Rey Bodin S.A.S.;Café 1kg;Consommables;20;223.34;4466.8;Auvergne-Rhône-Alpes;Virement
100722;2025-01-05;Gillet SA;Agrafeuse;Bureau;16;554.29;8868.64;Grand Est;Chèque
